beetle_id,taxon_id,family,genus,specific_epithet,scientific_name,scientific_name_authorship
14468,1095514,Chrysomelidae,Agroiconota,pullula,"Agroiconota pullula (Boheman, 1855)",
14469,1120499,Tenebrionidae,Callyntra,,Callyntra Solier,
14470,1145903,Chrysomelidae,Stolas,nudicollis,"Stolas nudicollis (Boheman, 1850)",
14471,982726,Buprestidae,Trigonogenium,angulosum,"Trigonogenium angulosum (Solier, 1849)",
14472,359532,Scarabaeidae,Strigoderma,arbicola,"Strigoderma arbicola (Fabricius, 1792)",
14473,1629433,Meloidae,Epicauta,laevicornis,"Epicauta laevicornis Werner, 1973",
14474,942000,Cerambycidae,Deltosoma,flavidum,"Deltosoma flavidum Aurivillius, 1925",
14475,1179545,Chrysomelidae,Platyphora,,"Platyphora Gistel, 1857",
14476,1192651,Chrysomelidae,Cylindrodachrys,,"Cylindrodachrys Monrós, 1944",
14477,309628,Buprestidae,Chrysobothris,capitata,"Chrysobothris capitata Gory & Laporte, 1837",
14478,1620986,Tenebrionidae,Poecilesthus,marginipennis,"Poecilesthus marginipennis Mäklin, 1878",
14479,951079,Bostrichidae,Lichenophanes,penicillatus,"Lichenophanes penicillatus (Lesne, 1895)",
14480,881222,Chrysomelidae,Spilophora,peruana,"Spilophora peruana (Erichson, 1847)",
14481,736822,Meloidae,Epicauta,bispinosa,"Epicauta bispinosa Werner, 1944",
14482,781434,Tenebrionidae,Psammetichus,,"Psammetichus Latreille, 1828",
14483,1117989,Coccinellidae,Cyrea,,"Cyrea Gordon & Canepari, 2013",
14484,1189847,Cerambycidae,Phoebemima,theaphia,"Phoebemima theaphia (Bates, 1881)",
14485,1090206,Geotrupidae,Cnemotrupes,sallaei,"Cnemotrupes sallaei (Jekel, 1865)",
14486,1508602,Tenebrionidae,Strongylium,fasciolatum,"Strongylium fasciolatum Mäklin, 1864",
14487,1598466,Oedemeridae,Ananca,,"Ananca Fairmaire & Germain, 1863",
14488,717496,Scarabaeidae,Heterogomphus,eteocles,"Heterogomphus eteocles Burmeister, 1847",
14489,871749,Scarabaeidae,Chrysina,kalinini,"Chrysina kalinini Zubov & Ivshin, 2019",
14490,1078848,Coccinellidae,Harpasus,quadrifolium,"Harpasus quadrifolium Gonzalez, Correa & Almeida",
14491,937123,Cerambycidae,Oedopeza,umbrosa,"Oedopeza umbrosa (Germar, 1824)",
14492,1123750,Tenebrionidae,Cymatothes,unicolor,"Cymatothes unicolor Solier, 1848",
14493,860925,Chrysomelidae,Probaenia,militaris,"Probaenia militaris (Baly, 1864)",
14494,1659733,Curculionidae,Neoericydeus,gratiosus,"Neoericydeus gratiosus Hustache, 1938",
14495,544756,Tenebrionidae,Asbolus,mexicanus,Asbolus mexicanus,
14496,978823,Carabidae,Calleida,suturella,"Calleida suturella Reiche, 1842",
14497,1235650,Chrysomelidae,Alagoasa,,"Alagoasa Bechyné, 1955",
14498,267067,Scarabaeidae,Chlorixanthe,flavoviridis,"Chlorixanthe flavoviridis (Thomson, 1860)",
14499,1145271,Carabidae,Lebia,clavata,"Lebia clavata (Liebke, 1929)",
14500,1163636,Chrysomelidae,Omophoita,,"Omophoita Chevrolat, 1836",
14501,1455643,Coccinellidae,,,Coccinellidae,
14502,1180733,Chrysomelidae,Freudeita,,"Freudeita Bechyne, 1950",
14503,1249550,Attelabidae,Euscelus,lineatus,"Euscelus lineatus Voss, 1925",
14504,1620321,Lycidae,Plateros,imeldae,"Plateros imeldae Zaragoza-Caballero, 2017",
14505,883461,Buprestidae,Bilyaxia,cordillerae,"Bilyaxia cordillerae (Obenberger, 1928)",
14506,547846,Cerambycidae,Obrium,cantharinum,"Obrium cantharinum (Linnaeus, 1767)",
14507,455652,Cleridae,Enoclerus,laetus,"Enoclerus laetus (Klug, 1842)",
14508,272137,Chrysomelidae,Microctenochira,cumulata,"Microctenochira cumulata (Boheman, 1855)",
14509,1039490,Curculionidae,Rhineilipus,cuvieri,"Rhineilipus cuvieri Kuschel, 1955",
14510,1073201,Buprestidae,Agrilus,piscis,"Agrilus piscis Gory, 1841",
14511,1124554,Chrysomelidae,Cyrtonota,balyi,"Cyrtonota balyi (Kirsch, 1883)",
14512,129106,Cerambycidae,Strangalia,strigosa,"Strangalia strigosa Newman, 1841",
14513,1107463,Monotomidae,Thione,championi,"Thione championi Sharp, 1899",
14514,1434708,Scarabaeidae,Cyclocephala,diluta,"Cyclocephala diluta Erichson, 1847",
14515,910889,Meloidae,Epicauta,carmelita,"Epicauta carmelita (Haag-Rutenberg, 1880)",
14516,1670472,Meloidae,Tetraonyx,,"Tetraonyx Latreille, 1805",
14517,1453041,Erotylidae,Lybas,,"Lybas Lacordaire, 1842",
14518,1370997,Buprestidae,Chrysobothris,megacephala,"Chrysobothris megacephala Gory & Laporte, 1837",
14519,559982,Cerambycidae,Taeniotes,iridescens,"Taeniotes iridescens Dillon & Dillon, 1941",
14520,59892,Cerambycidae,Prionus,californicus,"Prionus californicus Motschulsky, 1845",
14521,1091373,Oedemeridae,Oxycopis,floridana,"Oxycopis floridana (Horn, 1896)",
14522,1319173,Scarabaeidae,Gymnetis,hepatica,"Gymnetis hepatica Di Iorio, 2013",
14523,872198,Coccinellidae,Coelophora,biplagiata,"Coelophora biplagiata (Swartz, 1808)",
14524,534328,Cleridae,Aulicus,,"Aulicus Spinola, 1841",
14525,272363,Chrysomelidae,Plagiodera,,"Plagiodera Chevrolat, 1836",
14526,1419425,Tenebrionidae,Eleodes,subdeplanata,"Eleodes subdeplanata (Blaisdell, 1943)",
14527,1128239,Chrysomelidae,Cyrtonota,dimidiata,"Cyrtonota dimidiata (Boheman, 1850)",
14528,966087,Curculionidae,Paramadarus,complexus,"Paramadarus complexus Casey, 1922",
14529,1621595,Ripiphoridae,Trigonodera,,"Pelecotoides Laporte, 1840",
14530,1166810,Chrysomelidae,Plagiodera,,"Plagiodera Chevrolat, 1836",
14531,922523,Cerambycidae,Lochmaeocles,obliquatus,"Lochmaeocles obliquatus Dillon & Dillon, 1946",
14532,218866,Cerambycidae,Eburia,stroheckeri,"Eburia stroheckeri Knull, 1949",
14533,1585886,Staphylinidae,Platydracus,biseriatus,"Platydracus biseriatus (Sharp, 1884)",
14534,1291545,Cerambycidae,Eupromerella,semigrisea,"Eupromerella semigrisea (Bates, 1861)",
14535,1429445,Cantharidae,Daiphron,,"Daiphron Gorham, 1881",
14536,1601779,Chrysomelidae,Calligrapha,,"Calligrapha Chevrolat, 1836",
14537,490527,Malachiidae,Attalus,,"Attalus Erichson, 1840",
14538,528470,Geotrupidae,Geotrupes,mutator,"Geotrupes mutator (Marsham, 1802)",
14539,637197,Brachyceridae,Cyrtobagous,salviniae,"Cyrtobagous salviniae Calder & Sands, 1985",
14540,301333,Scarabaeidae,Heterosternus,rodriguezi,"Heterosternus rodriguezi Candèze, 1869",
14541,802829,Cerambycidae,Callia,axillaris,"Callia axillaris (Dalman, 1823)",
14542,1285427,Curculionidae,Aegorhinus,maulinus,"Aegorhinus maulinus Elgueta, 2000",
14543,1397341,Chrysomelidae,Sceloenopla,apicispina,"Sceloenopla apicispina Staines, 2002",
14544,1432768,Scarabaeidae,Cyclocephala,flora,"Cyclocephala flora Arrow, 1911",
14545,214690,Carabidae,Axinopalpus,biplagiatus,"Axinopalpus biplagiatus (Dejean, 1825)",
14546,934770,Dryophthoridae,Rhodobaenus,v-nigrum,"Rhodobaenus v-nigrum Champion, 1910",
14547,823903,Meloidae,Pseudomeloe,,"Pseudomeloe Fairmaire & Germain, 1863",
14548,345140,Bostrichidae,Polycaon,stoutii,"Polycaon stoutii (LeConte, 1853)",
14549,1077030,Buprestidae,Amorphosoma,penicillatum,"Amorphosoma penicillatum (Klug, 1827)",
14550,1588813,Chrysomelidae,Megascelis,,"Megascelis Latreille, 1825",
14551,1616795,Coccinellidae,Zagloba,,"Zagloba Casey, 1899",
14552,1596363,Coccinellidae,Microneda,,"Microneda Crotch, 1871",
14553,1652943,Curculionidae,Zygops,jaspideus,"Zygops jaspideus (E.F.Germar, 1823)",
14554,1601472,Staphylinidae,Neophonus,bruchi,"Neophonus bruchi Fauvel, 1905",
14555,304594,Curculionidae,Exophthalmus,fasciatus,"Exophthalmus fasciatus Champion, 1911",
14556,1010013,Scarabaeidae,Pelidnota,quadripunctata,"Pelidnota quadripunctata Bates, 1904",
14557,211765,Chrysomelidae,Rhabdopterus,,"Rhabdopterus Lefèvre, 1877",
14558,1027244,Carabidae,Oxycheila,polita,"Oxycheila polita Bates, 1872",
14559,702521,Buprestidae,Ectinogonia,angulicollis,"Ectinogonia angulicollis (Fairmaire & Germain, 1858)",
14560,902437,Chrysomelidae,Cryptocephalus,,"Mylassa Stål, 1857",
14561,303300,Carabidae,Lebia,abdominalis,"Lebia abdominalis Chaudoir, 1843",
14562,1519183,Buprestidae,Lasionota,,"Lasionota Mannerheim, 1837, 2017",
14563,560134,Meloidae,Tetraonyx,,"Tetraonyx Latreille, 1805",
14564,222652,Erotylidae,Languria,taedata,"Languria taedata LeConte, 1854",
14565,1634054,Scarabaeidae,Canthon,magnus,"Canthon magnus (Molano & Paralles, 2015)",
14566,1244566,Lucanidae,Leptinopterus,burmeisteri,"Leptinopterus burmeisteri Arrow, 1943",
14567,1400057,Buprestidae,Mixochlorus,suturalis,"Mixochlorus suturalis Waterhouse, 1887",
14568,212135,Cleridae,Phyllobaenus,,"Phyllobaenus Dejean, 1833",
14569,305966,Cerambycidae,Anelaphus,spurcus,"Anelaphus spurcus (LeConte, 1854)",
14570,1580480,Cerambycidae,Psalidognathus,,"Psalidognathus Gray, 1831",
14571,1568481,Cerambycidae,Prionapterus,staphilinus,"Prionapterus staphilinus Guérin-Méneville, 1831",
14572,1631294,Meloidae,Pyrota,nigra,"Pyrota nigra Selander, 1983",
14573,918994,Cerambycidae,Bisaltes,bimaculatus,"Bisaltes bimaculatus Aurivillius, 1904",
14574,218293,Chrysomelidae,Diabrotica,cristata,"Diabrotica cristata (Harris, 1836)",
14575,433531,Scarabaeidae,Coprophanaeus,pertyi,"Coprophanaeus pertyi (Olsoufieff, 1924)",
14576,1656804,Chrysomelidae,Macrohaltica,,"Macrohaltica Bechyné, 1957",
14577,154939,Meloidae,Pseudozonitis,longicornis,"Pseudozonitis longicornis (Horn, 1870)",
14578,1094268,Buprestidae,Trachypteris,picta,"Trachypteris picta decostigma (Fabricius, 1787)",
14579,1118876,Scarabaeidae,Chalepides,barbatus,"Chalepides barbatus (Fabricius, 1775)",
14580,1023139,Cleridae,Cregya,america,"Cregya america Opitz, 2019",
14581,272469,Chrysomelidae,Acalymma,blandulum,"Acalymma blandulum (J.L.LeConte, 1868)",
14582,1369934,Coccinellidae,Psyllobora,lineola,"Psyllobora lineola Fabricius, 1792",
14583,1170265,Chrysomelidae,Pachybrachis,conformis,"Pachybrachis conformis Suffrian, 1852",
14584,1024481,Scarabaeidae,Gymnetis,bajula,"Gymnetis bajula (Olivier, 1789)",
14585,1503274,Meloidae,Pseudopyrota,,"Pseudopyrota Kaszab, 1959",
14586,1559986,Scarabaeidae,Phanaeus,substriolatus,"Phanaeus substriolatus Balthasar, 1939",
14587,1131903,Curculionidae,Nothofagius,australis,"Nothofagius australis Kuschel, 1952",
14588,1180684,Cerambycidae,Megacyllene,boryi,"Megacyllene boryi (Castelnau & Gory, 1841)",
14589,304537,Curculionidae,Myrmex,uniformis,"Myrmex uniformis (Champion, 1903)",
14590,542196,Curculionidae,Hilipinus,sulcirostris,"Hilipinus sulcirostris G.C.Champion, 1902",
14591,1145253,Cerambycidae,Eburodacrys,seminigra,"Eburodacrys seminigra Gounelle, 1909",
14592,1124069,Coccinellidae,Epilachna,,"Epilachna Chevrolat, 1836",
14593,269951,Cerambycidae,Cirrhicera,cinereola,"Cirrhicera cinereola Bates, 1881",
14594,1030163,Scarabaeidae,Platytomus,longulus,"Platytomus longulus (Cartwright, 1948)",
14595,304191,Brentidae,Proepisphales,rugicollis,"Proepisphales rugicollis (Sharp, 1895)",
14596,1027788,Curculionidae,Piazorhinus,tuberculatus,"Piazorhinus tuberculatus Blatchley & Leng, 1916",
14597,305777,Cerambycidae,Axestoleus,meridionalis,"Axestoleus meridionalis (Bates, 1880)",
14598,604720,Carabidae,Chlaenius,flaccidus,"Chlaenius flaccidus G.Horn, 1876",
14599,319005,Tenebrionidae,,,Alleculidae,
14600,54467,Coccinellidae,Psyllobora,,"Psyllobora Chevrolat, 1836",
14601,932091,Cerambycidae,Abyarachryson,signaticolle,"Abyarachryson signaticolle (Blanchard, 1851)",
14602,1316994,Phengodidae,Phengodes,leonilae,"Phengodes leonilae Zaragoza & Wittmer, 1986",
14603,874438,Mordellidae,Cothurus,,"Cothurus Champion, 1891",
14604,1365221,Staphylinidae,Nordus,simplex,"Nordus simplex (Sharp, 1876)",
14605,1610416,Cerambycidae,Adesmus,hipposiderus,"Adesmus hipposiderus Galileo & Martins, 2005",
14606,918360,Chrysomelidae,Cyclosoma,inepta,"Cyclosoma inepta (Boheman, 1850)",
14607,1098694,Curculionidae,Tesserocerus,belti,"Tesserocerus belti D.Sharp, 1880",
14608,1372891,Tenebrionidae,Parepitragus,,"Parepitragus Casey, 1907",
14609,1101672,Coccinellidae,Hyperaspis,pseudodonzeli,"Hyperaspis pseudodonzeli Gordon & Canepari, 2008",
14610,691237,Brachyceridae,Stenopelmus,brunneus,"Stenopelmus brunneus Hustache, 1926",
14611,306385,Cerambycidae,Sphaenothecus,maccartyi,"Sphaenothecus maccartyi Chemsak & Noguera, 1998",
14612,301641,Scarabaeidae,Onthophagus,hoepfneri,"Onthophagus hoepfneri Harold, 1869",
14613,306170,Cerambycidae,Ischnocnemis,caerulescens,"Ischnocnemis caerulescens Bates, 1885",
14614,1192657,Chrysomelidae,Temnodachrys,,"Temnodachrys Monrós, 1951",
14615,801804,Cerambycidae,Plagiohammus,ornator,"Hammoderus ornator Bates, 1885",
14616,1309028,Cerambycidae,Gurubira,violaceomaculatus,"Gurubira violaceomaculatus (Gounelle, 1911)",
14617,251044,Scarabaeidae,Canthidium,,"Canthidium Erichson, 1847",
14618,1404339,Scarabaeidae,Cotinis,mutabilis,"Cotinis mutabilis (Gory & Percheron, 1833)",
14619,928591,Cerambycidae,Oedopeza,maculatissima,"Oedopeza maculatissima Monné & Martins, 1976",
14620,1071803,Scarabaeidae,Chrysina,strasseni,"Chrysina strasseni (Ohaus, 1924)",
14621,1367430,Chrysomelidae,Spaethiella,submetallica,"Spaethiella submetallica (Spaeth, 1928)",
14622,940479,Cerambycidae,Compsosoma,mutillarium,"Compsosoma mutillarium (Klug, 1825)",
14623,1534442,Bostrichidae,Melalgus,jamaicensis,"Melalgus jamaicensis (Lesne, 1906)",
14624,228099,Cerambycidae,Physocnemum,brevilineum,"Physocnemum brevilineum (Say, 1824)",
14625,214974,Staphylinidae,Belonuchus,rufipennis,"Belonuchus rufipennis (Fabricius, 1801)",
14626,267415,Histeridae,Iliotona,cacti,"Iliotona cacti (J.L.LeConte, 1851)",
14627,1318740,Erotylidae,Iphiclus,,"Iphiclus Chevrolat, 1837",
14628,1520959,Scarabaeidae,Phanaeus,pseudofurcosus,"Phanaeus pseudofurcosus Balthasar, 1939",
14629,1519795,Chrysomelidae,Metallactus,,"Metallactus Suffrian, 1866",
14630,1271337,Chrysomelidae,Cyrtonota,trigonata,"Cyrtonota trigonata (Spaeth, 1901)",
14631,1268311,Erotylidae,Mycotretus,maculatus,"Mycotretus maculatus Olivier, 1792",
14632,1531546,Attelabidae,Omolabus,,"Omolabus H.Jekel, 1860",
14633,1365795,Buprestidae,Agrilus,esperanzae,"Agrilus esperanzae Knull, 1935",
14634,1187616,Meloidae,Epicauta,vitticollis,"Epicauta vitticollis (Haag-Rutenberg, 1880)",
14635,1426129,Curculionidae,Ceratopus,mixtus,"Ceratopus mixtus G.C.Champion, 1902",
14636,1487561,Coccinellidae,Coeliaria,,"Coeliaria Mulsant, 1850",
14637,304975,Brentidae,Neapion,,"Neapion Alonso-Zarazaga, 1990",
14638,926556,Coccinellidae,Zagreus,,"Zagreus Mulsant, 1850",
14639,1093568,Chrysomelidae,Plagiometriona,ludicra,"Plagiometriona ludicra (Boheman, 1855)",
14640,1094071,Chrysomelidae,Asteriza,darlingtoni,"Asteriza darlingtoni Blake, 1939",
14641,1647634,Scarabaeidae,Bothynus,stenelus,"Bothynus stenelus (Burmeister, 1847)",
14642,1505201,Cerambycidae,Tropidion,subcruciatum,"Tropidion subcruciatum (White, 1855)",
14643,1361636,Cerambycidae,Oreodera,mimetica,"Oreodera mimetica Lane, 1970",
14644,851290,Tenebrionidae,Strongylium,,"Strongylium Kirby, 1819",
14645,1238883,Coccinellidae,Cycloneda,,"Cycloneda Crotch, 1871",
14646,219308,Meloidae,Epicauta,sericans,"Epicauta sericans LeConte, 1866",
14647,780220,Buprestidae,Polycesta,costata,"Polycesta costata (Solier, 1849)",
14648,856743,Chrysomelidae,Stolas,schaumi,"Stolas schaumi (Boheman, 1850)",
14649,1145707,Chrysomelidae,Metaxyonycha,,"Metaxyonycha Chevrolat, 1847",
14650,1603476,Cerambycidae,Mimasyngenes,lucianae,"Mimasyngenes lucianae Galileo & Martins, 2003",
14651,267097,Scarabaeidae,Malagoniella,astyanax,"Malagoniella astyanax (Olivier, 1789)",
14652,266990,Scarabaeidae,Coscinocephalus,cribrifrons,"Coscinocephalus cribrifrons (Schaeffer, 1906)",
14653,922584,Cerambycidae,Pantomallus,pallidus,"Pantomallus pallidus Aurivillius, 1924",
14654,940103,Scarabaeidae,Pelidnota,chalcothorax,"Pelidnota chalcothorax Perty, 1830",
14655,941131,Cerambycidae,Cosmotoma,fasciata,"Cosmotoma fasciata Fisher, 1931",
14656,1235127,Hydrophilidae,Novochares,sallaei,"Novochares sallaei (Sharp, 1882)",
14657,936538,Staphylinidae,Triacrus,dilatus,"Triacrus dilatus Nordmann, 1837",
14658,1391490,Curculionidae,Cholus,niveodecoratus,"Cholus niveodecoratus K.M.Heller, 1906",
14659,354226,Meloidae,Nemognatha,nigripennis,"Nemognatha nigripennis LeConte, 1853",
14660,1061143,Coccinellidae,Brachiacantha,,"Brachiacantha Chevrolat, 1836",
14661,1440228,Cerambycidae,Eriphus,cardinalis,"Eriphus cardinalis Monné & Fragoso, 1996",
14662,301722,Geotrupidae,Bolbocerastes,imperialis,"Bolbocerastes imperialis Cartwright, 1953",
14663,1399419,Anthribidae,Hylotribus,,"Hylotribus H.Jekel, 1860",
14664,1192696,Chrysomelidae,Megalostomis,lacordairei,Megalostomis lacordairei Lacordaire,
14665,858530,Erotylidae,Iphiclus,,"Iphiclus Chevrolat, 1837",
14666,1194752,Cerambycidae,Plocaederus,bipartitus,"Plocaederus bipartitus Buquet, 1860",
14667,1457973,Staphylinidae,Scaphidium,ocelotl,"Scaphidium ocelotl Fierros-López, 2005",
14668,1122933,Carabidae,Dromochorus,welderensis,"Dromochorus welderensis Duran, Herrmann & Roman & Egan, 2019",
14669,1597943,Coccinellidae,Menoscelis,cordata,"Menoscelis cordata Santos, Churata-Salcedo & Almeida, 2016",
14670,1514113,Tenebrionidae,Xystropus,,"Xystropus Solier, 1835",
14671,918998,Cerambycidae,Charmallaspis,pulcherrima,"Charmallaspis pulcherrima (Perty, 1832)",
14672,1194766,Carabidae,Tetragonoderus,figuratus,"Tetragonoderus figuratus Dejean, 1831",
14673,1103653,Brentidae,Mythapion,,"Mythapion Kissinger, 2005",
14674,218466,Bostrichidae,Dinapate,wrightii,"Dinapate wrightii Horn, 1886",
14675,775382,Coccinellidae,Diomus,thoracicus,"Diomus thoracicus (Fabricius, 1801)",
14676,928596,Curculionidae,Myrmex,vandykei,"Myrmex vandykei Sleeper, 1970",
14677,1361906,Buprestidae,Chrysobothris,desmaresti,"Chrysobothris desmaresti (Laporte & Gory, 1836)",
14678,491399,Endomychidae,Corynomalus,vestitus,"Corynomalus vestitus (Voet, 1798)",
14679,1118578,Carabidae,Ega,montevidensis,"Ega montevidensis (Tremoleras, 1917)",
14680,1293554,Cerambycidae,Scatopyrodes,,"Scatopyrodes Galileo & Martins, 1992",
14681,266945,Scarabaeidae,Paranomala,semicincta,"Anomala semicincta Bates, 1888",
14682,774201,Staphylinidae,Hypomedon,debilicornis,"Hypomedon debilicornis (Wollaston, 1857)",
14683,267027,Scarabaeidae,Megasoma,vogti,"Megasoma vogti Cartwright, 1963",
14684,543721,Cerambycidae,Mecas,marginella,"Mecas marginella LeConte, 1873",
14685,1516336,Elateridae,Monocrepidius,aversus,Monocrepidius aversus,
14686,309608,Buprestidae,Agrilus,latifrons,"Agrilus latifrons Waterhouse, 1889",
14687,1232896,Chrysomelidae,Coelomera,,"Coelomera Chevrolat, 1844",
14688,305904,Cerambycidae,Parastizocera,procera,"Parastizocera procera (Erichson, 1848)",
14689,304175,Anthribidae,Ptychoderes,rugicollis,"Ptychoderes rugicollis Jordan, 1895",
14690,310827,Chrysomelidae,Phaedon,purpureus,"Phaedon purpureus (Linell, 1898)",
14691,1356886,Erotylidae,Oligocorynus,,"Oligocorynus Chevrolat, 1837",
14692,1238771,Elateridae,Semiotus,,"Semiotus Eschscholtz, 1829",
14693,1416944,Curculionidae,Zyzzyva,rufula,"Zyzzyva rufula Hustache, 1951",
14694,1023259,Cerambycidae,Solenoptera,dominicensis,"Solenoptera dominicensis (Gahan, 1890)",
14695,950902,Tenebrionidae,Strongylium,,"Strongylium Kirby, 1819",
14696,1411902,Chrysomelidae,Ciguapanychis,,"Ciguapanychis Konstantinov, Van Roie & Furth, 2022",
14697,1164540,Chrysomelidae,Trigonexora,,"Trigonexora Bechyné & de Bechyné, 1969",
14698,567670,Scarabaeidae,Diabroctis,mirabilis,"Diabroctis mirabilis (Harold, 1877)",
14699,373470,Malachiidae,,,Malachiidae,
14700,1318009,Curculionidae,Rhyephenes,goureaui,"Rhyephenes goureaui Solier, 1839",
14701,224031,Curculionidae,Lixus,concavus,"Lixus concavus Say & T., 1832",
14702,1037292,Elateridae,Aeolus,mannerheimi,"Aeolus mannerheimi Candèze, 1859",
14703,1389741,Tenebrionidae,Blapida,,"Blapida Perty, 1830",
14704,1394136,Meloidae,Acrolytta,,"Acrolytta Kaszab, 1959",
14705,505575,Chrysomelidae,Platyphora,,"Platyphora Gistel, 1857",
14706,491013,Cerambycidae,Colobothea,bitincta,"Colobothea bitincta Bates, 1872",
14707,306037,Cerambycidae,Trichoxys,pellitus,"Trichoxys pellitus (White, 1855)",
14708,499946,Cerambycidae,Mionochroma,electrinum,"Mionochroma electrinum (Gounelle, 1911)",
14709,1573356,Coccinellidae,Thalassa,,"Thalassa Mulsant, 1850",
14710,702715,Cerambycidae,Eriocharis,richardii,"Eriocharis richardii (Dupont, 1838)",
14711,310208,Chrysomelidae,Physonota,caudata,"Physonota caudata Boheman, 1854",
14712,1112961,Chrysomelidae,Charidotis,leprieuri,"Charidotis leprieuri (Boheman, 1855)",
14713,1129419,Chrysomelidae,Omophoita,,"Omophoita Chevrolat, 1836",
14714,1238130,Carabidae,Metriocheila,nigricollis,"Metriocheila nigricollis (Reiche, 1842)",
14715,858958,Chrysomelidae,Stolas,coalita,"Stolas coalita (Boheman, 1862)",
14716,1460771,Erotylidae,Iphiclus,,"Iphiclus Chevrolat, 1837",
14717,1451619,Curculionidae,Anthonomus,alboannulatus,"Anthonomus alboannulatus Boheman, 1843",
14718,1525355,Chrysomelidae,Walterianella,pavonina,"Walterianella pavonina (Jacoby, 1892) Roie, D'Hont, Konstantinov & Furth, 2023",
14719,1544090,Buprestidae,Anthaxioides,aurorus,"Anthaxioides aurorus (Philippi & Philippi, 1860)",
14720,963186,Cerambycidae,Cyphonotida,rostrata,"Cyphonotida rostrata texana Giesbert & Hovore, 1998",
14721,1506624,Chrysomelidae,Physonota,pellucida,"Physonota pellucida Wagener, 1877",
14722,304717,Curculionidae,Ophryastes,desertus,"Ophryastes desertus (Horn, 1876)",
14723,306691,Cerambycidae,Stenosphenus,cribripennis,"Stenosphenus cribripennis Thomson, 1861",
14724,303326,Carabidae,Leptotrachelus,mexicanus,"Leptotrachelus mexicanus (Chaudoir, 1852)",
14725,1508845,Cerambycidae,Niophis,coptorhina,"Niophis coptorhina Bates, 1867",
14726,1233524,Chrysomelidae,Walterianella,sellata,"Walterianella sellata (Fabricius, 1801)",
14727,947439,Scarabaeidae,Cyclocephala,marginalis,"Cyclocephala marginalis Kirsch, 1871",
14728,304601,Curculionidae,Claeoteges,granulosa,"Claeoteges granulosa Champion, 1911",
14729,218563,Melandryidae,Dircaea,liturata,"Dircaea liturata (LeConte, 1866)",
14730,309657,Buprestidae,Lampetis,geniculata,"Lampetis geniculata (Waterhouse, 1889)",
14731,1027307,Curculionidae,Cholus,praetorius,"Cholus praetorius F.P.Pascoe, 1872",
14732,309025,Chrysomelidae,Colaspis,,"Colaspis Fabricius, 1801",
14733,266879,Scarabaeidae,Heterosternus,buprestoides,"Heterosternus buprestoides Dupont, 1832",
14734,954856,Chrysomelidae,Coptocycla,dolosa,"Coptocycla dolosa Boheman, 1855",
14735,1284029,Erotylidae,Ischyrus,,"Ischyrus Lacordaire, 1842",
14736,1643803,Carabidae,Cicindela,roseiventris,"Cicindelidia roseiventris (Chevrolat, 1834)",
14737,906547,Dytiscidae,Copelatus,caelatipennis,"Copelatus caelatipennis princeps Young, 1963",
14738,154265,Cerambycidae,Sphaenothecus,,"Sphaenothecus Dupont, 1838",
14739,860799,Chrysomelidae,Cteisella,guttigera,"Cteisella guttigera (Boheman, 1855)",
14740,268177,Curculionidae,Gerstaeckeria,mutillaria,"Gerstaeckeria mutillaria Champion, 1905",
14741,1415166,Staphylinidae,Glenus,chrysis,"Glenus chrysis (Gravenhorst, 1806)",
14742,871964,Cerambycidae,Birandra,punctata,"Birandra punctata (White, 1853)",
14743,1444278,Cerambycidae,Exalphus,cavifrons,"Exalphus cavifrons (Bates, 1872)",
14744,313692,Cerambycidae,Tessarecphora,arachnoides,"Tessarecphora arachnoides centralis Monné, 1980",
14745,1428224,Cantharidae,Chauliognathus,,"Chauliognathus Hentz, 1830",
14746,569729,Cerambycidae,Lissonotus,flavocinctus,"Lissonotus flavocinctus puncticollis Bates, 1885",
14747,462138,Scarabaeidae,Protaetia,aurichalcea,"Protaetia aurichalcea (Fabricius, 1775)",
14748,306108,Cerambycidae,Ironeus,pulcher,"Ironeus pulcher Bates, 1880",
14749,1234576,Chrysomelidae,Baliosus,viridanus,"Baliosus viridanus (Baly, 1885)",
14750,310712,Chrysomelidae,Anisostena,texana,"Anisostena texana Schaeffer, 1933",
14751,1147390,Scarabaeidae,Megasoma,janus,"Megasoma janus (Felsche, 1906)",
14752,1457337,Elateridae,Ovipalpus,,"Ovipalpus Solier, 1851",
14753,1643272,Scarabaeidae,Barutus,hartmanni,"Barutus hartmanni Ratcliffe, 1981",
14754,1224939,Chrysomelidae,Hybosa,gibbera,"Hybosa gibbera Boheman, 1855",
14755,373669,Hydrophilidae,Coelostoma,tina,"Coelostoma tina Spangler & Steiner, 2003",
14756,1618346,Carabidae,Notiobia,chalcitis,"Notiobia chalcitis (Germar, 1823)",
14757,1634931,Tenebrionidae,Dinomus,,"Dinomus Brême, 1842",
14758,1167988,Cerambycidae,Onocephala,obliquata,"Onocephala obliquata Lacordaire, 1872",
14759,1658060,Erotylidae,Iphiclus,,"Iphiclus Chevrolat, 1837",
14760,1280463,Chrysomelidae,Paraselenis,axillaris,"Paraselenis axillaris (Sahlberg, 1823)",
14761,1393225,Cerambycidae,Leptostylus,macrostigma,"Leptostylus macrostigma Bates, 1872",
14762,937274,Cerambycidae,Ochraethes,nigropunctatus,"Tanyochraethes nigropunctatus Chemsak & Linsley, 1965",
14763,705748,Cerambycidae,Lagocheirus,araneiformis,"Lagocheirus araneiformis insulorum Dillon, 1957",
