location_id,koppen_code,vegetation_zone,country_derived
172239,Am,Tropischer Regenwald,
172240,Cwb,Tropischer Regenwald,Mexico
172241,Cwb,Wüste / Trockengebiete,Mexico
172242,BWh,Wüste / Trockengebiete,Mexico
172243,BSk,Mittelmeervegetation,Chile
172244,Cwb,Tropischer Nadelwald,Mexico
172245,BSk,Wüste / Trockengebiete,Mexico
172246,Am,Tropischer Regenwald,Mexico
172247,Af,Wüste / Trockengebiete,
172248,Aw,Tropischer Trockenwald,Mexico
172249,Cfb,Tropischer Regenwald,Colombia
172250,Cwb,Tropischer Nadelwald,Mexico
172251,Cwa,Tropischer Nadelwald,Mexico
172252,Cwb,Tropischer Nadelwald,Mexico
172253,Af,Tropischer Regenwald,Ecuador
172254,Cfb,Tropischer Regenwald,Mexico
172255,Aw,Tropischer Nadelwald,
172256,Cfa,Überschwemmtes Grasland,Argentina
172257,Cfa,Überschwemmtes Grasland,Argentina
172258,Cwb,Tropischer Nadelwald,Mexico
172259,Cwb,Wüste / Trockengebiete,Mexico
172260,Cwb,Wüste / Trockengebiete,Mexico
172261,Cfb,Tropischer Regenwald,Ecuador
172262,Af,Tropischer Regenwald,Costa Rica
172263,Cwb,Tropischer Regenwald,Peru
172264,Cfb,Gemäßigter Laubwald,Chile
172265,BSh,Wüste / Trockengebiete,Mexico
172266,Cfa,Tropischer Regenwald,Brazil
172267,Cwb,Tropischer Nadelwald,Mexico
172268,Cfb,,
172269,Cfa,Gemäßigtes Grasland,Argentina
172270,Cwa,Tropischer Trockenwald,Mexico
172271,Csb,Mittelmeervegetation,Chile
172272,Csb,Mittelmeervegetation,Chile
172273,Csb,Mittelmeervegetation,Chile
172274,Af,Tropischer Regenwald,Colombia
172275,Aw,Tropischer Trockenwald,Mexico
172276,Csb,Mittelmeervegetation,Chile
172277,Cfa,Tropischer Regenwald,Brazil
172278,Cfa,Gemäßigtes Grasland,Argentina
172279,Cwb,Tropischer Nadelwald,Mexico
172280,Aw,,Venezuela
172281,Cwb,Tropischer Nadelwald,Mexico
172282,Aw,Tropischer Trockenwald,Mexico
172283,Af,Überschwemmtes Grasland,
172284,Af,Wüste / Trockengebiete,
172285,Aw,Tropischer Trockenwald,Mexico
172286,Am,Tropischer Regenwald,Mexico
172287,Aw,Wüste / Trockengebiete,Venezuela
172288,Cfa,Gemäßigtes Grasland,Argentina
172289,Aw,Tropisches Grasland / Savanne,Brazil
172290,BSh,Wüste / Trockengebiete,
172291,Cwb,Tropischer Nadelwald,Mexico
172292,Csb,Gemäßigter Laubwald,Chile
172293,Cfa,Gemäßigtes Grasland,Argentina
172294,BSh,Wüste / Trockengebiete,
172295,BSh,Tropischer Trockenwald,Mexico
172296,Cfa,Tropischer Regenwald,Brazil
172297,Am,Mangroven,French Guiana
172298,Aw,Tropischer Regenwald,Brazil
172299,Af,Tropischer Regenwald,Costa Rica
172300,BSk,Wüste / Trockengebiete,Mexico
172301,BSh,Wüste / Trockengebiete,
172302,Af,Tropischer Regenwald,Costa Rica
172303,Cwb,Wüste / Trockengebiete,Mexico
172304,Cwb,Tropischer Nadelwald,Mexico
172305,BSk,Wüste / Trockengebiete,Mexico
172306,Af,Tropischer Regenwald,Colombia
172307,Cfa,Tropisches Grasland / Savanne,Uruguay
172308,Af,Tropischer Regenwald,Ecuador
172309,Aw,,
172310,Cwb,Wüste / Trockengebiete,Mexico
172311,Cfa,Gemäßigtes Grasland,Argentina
172312,Cfa,,
172313,Cwb,Tropischer Nadelwald,Mexico
172314,Aw,Tropischer Trockenwald,Mexico
172315,Cwa,Tropischer Nadelwald,Mexico
172316,Aw,Tropischer Trockenwald,Honduras
172317,Cwb,Tropischer Regenwald,Peru
172318,Cfb,Tropischer Regenwald,Colombia
172319,Cwb,Tropischer Regenwald,Peru
172320,Cfb,Tropischer Regenwald,Peru
172321,Aw,Mangroven,Venezuela
172322,Aw,Tropischer Trockenwald,Bolivia
172323,Aw,Wüste / Trockengebiete,Colombia
172324,Cwb,Tropischer Nadelwald,Mexico
172325,BSh,Wüste / Trockengebiete,
172326,Cfb,Tropischer Regenwald,Ecuador
172327,Cfb,Gemäßigter Laubwald,Chile
172328,Am,Überschwemmtes Grasland,
172329,Cwb,Tropischer Nadelwald,Mexico
172330,Am,Tropisches Grasland / Savanne,Colombia
172331,Cwb,Tropischer Nadelwald,Mexico
172332,BWh,Wüste / Trockengebiete,Mexico
172333,Csb,Mittelmeervegetation,Chile
172334,Cfb,Tropischer Regenwald,Ecuador
172335,Aw,Tropischer Trockenwald,Mexico
172336,Cfa,Tropisches Grasland / Savanne,
172337,Cfb,Tropischer Regenwald,Colombia
172338,Cfb,Gemäßigter Laubwald,Chile
172339,Cwb,Tropischer Nadelwald,Mexico
172340,Aw,Tropischer Trockenwald,Mexico
172341,BSh,Tropischer Trockenwald,Mexico
172342,Cwb,Tropischer Nadelwald,Mexico
172343,Af,Tropischer Regenwald,Costa Rica
172344,Cwa,Tropischer Nadelwald,Mexico
172345,Cfa,Gemäßigtes Grasland,Argentina
172346,Af,Tropischer Regenwald,Jamaica
172347,Aw,Tropischer Regenwald,Venezuela
172348,Am,Tropischer Regenwald,Brazil
172349,Cwb,Tropischer Nadelwald,Mexico
172350,Cwa,Tropischer Trockenwald,Mexico
172351,BWh,Wüste / Trockengebiete,Mexico
172352,Cfa,Gemäßigtes Grasland,Argentina
172353,BSk,Wüste / Trockengebiete,Mexico
172354,Cfa,Tropischer Regenwald,Brazil
172355,Cwa,Tropischer Trockenwald,Mexico
172356,Am,Tropischer Regenwald,Mexico
172357,Csb,Gemäßigter Laubwald,Chile
172358,BSk,Tropischer Nadelwald,
172359,Cfa,Gemäßigtes Grasland,Argentina
172360,Csb,Gemäßigter Laubwald,Argentina
172361,Aw,Tropisches Grasland / Savanne,Brazil
172362,Cfa,,
172363,BSh,Wüste / Trockengebiete,
172364,Aw,Tropisches Grasland / Savanne,Brazil
172365,Aw,Tropisches Grasland / Savanne,Brazil
172366,Cfa,Gemäßigtes Grasland,Argentina
172367,Cfb,Tropischer Regenwald,Brazil
172368,Cfb,Gemäßigter Laubwald,Chile
172369,Aw,Tropischer Regenwald,Mexico
172370,Cfa,Gemäßigtes Grasland,Argentina
172371,Cfa,Tropischer Regenwald,Brazil
172372,Af,Tropischer Regenwald,Mexico
172373,Aw,,Mexico
172374,Cfa,Tropischer Regenwald,Brazil
172375,Cfb,Tropischer Regenwald,Colombia
172376,Af,Tropischer Regenwald,Colombia
172377,BWh,Wüste / Trockengebiete,Mexico
172378,Cwb,Wüste / Trockengebiete,Mexico
172379,Cwb,,Mexico
172380,Cfb,Tropischer Regenwald,Mexico
172381,Cwb,Wüste / Trockengebiete,Mexico
172382,Cfb,Tropischer Regenwald,Ecuador
172383,Cfa,Überschwemmtes Grasland,Argentina
172384,Csa,Gemäßigter Laubwald,Chile
172385,Cwa,Tropischer Regenwald,Brazil
172386,BWh,Wüste / Trockengebiete,Mexico
172387,BWh,Wüste / Trockengebiete,Mexico
172388,Aw,Tropischer Trockenwald,Mexico
172389,Cfa,Gemäßigtes Grasland,Argentina
172390,Cfa,Gemäßigtes Grasland,Argentina
172391,Cfa,Tropischer Regenwald,Brazil
172392,Aw,Gemäßigter Nadelwald,
172393,Aw,Tropischer Regenwald,Venezuela
172394,BSh,Wüste / Trockengebiete,
172395,BSh,Tropischer Trockenwald,Mexico
172396,Aw,Tropischer Trockenwald,Mexico
172397,Aw,Tropischer Trockenwald,
172398,Af,,Costa Rica
172399,Af,Tropischer Regenwald,Colombia
172400,Cfa,Tropischer Regenwald,Brazil
172401,Csb,Tropischer Regenwald,Ecuador
172402,Af,Tropischer Regenwald,Costa Rica
172403,Cfa,Gemäßigtes Grasland,Argentina
172404,Am,Tropischer Regenwald,Panama
172405,Cwb,Wüste / Trockengebiete,Mexico
172406,Cfa,,
172407,Cwb,Wüste / Trockengebiete,Mexico
172408,Cfa,,Argentina
172409,Af,Überschwemmtes Grasland,
172410,Aw,Tropischer Regenwald,Peru
172411,Cfa,,Argentina
172412,Cwb,Tropischer Regenwald,Brazil
172413,Cfa,Tropischer Regenwald,Brazil
172414,Cwb,Tropischer Regenwald,Argentina
172415,Csb,Gemäßigter Laubwald,Chile
172416,Am,Tropischer Regenwald,Venezuela
172417,Cwb,Wüste / Trockengebiete,Mexico
172418,Af,,
172419,Cfa,Tropisches Grasland / Savanne,
172420,BSk,Wüste / Trockengebiete,Mexico
172421,Cwb,Wüste / Trockengebiete,Mexico
172422,Cwb,Tropischer Nadelwald,Mexico
172423,BSk,Tropischer Nadelwald,Mexico
172424,Af,Tropischer Regenwald,Costa Rica
172425,Aw,,
172426,Af,Tropischer Regenwald,Puerto Rico
172427,Cwb,Tropischer Nadelwald,Mexico
172428,Aw,Wüste / Trockengebiete,Venezuela
172429,Aw,Tropischer Trockenwald,Mexico
172430,Cwa,Wüste / Trockengebiete,Mexico
172431,Cfb,Tropischer Regenwald,Costa Rica
172432,Cwb,Tropischer Nadelwald,Mexico
172433,Csb,Mittelmeervegetation,Chile
172434,Aw,Wüste / Trockengebiete,Brazil
172435,Aw,Tropischer Regenwald,Brazil
172436,BSh,Wüste / Trockengebiete,Mexico
172437,Cwa,Tropischer Trockenwald,Mexico
172438,Aw,,Mexico
172439,BSh,Wüste / Trockengebiete,Mexico
172440,Cfa,Tropischer Regenwald,Brazil
172441,Cfa,Tropischer Regenwald,Brazil
172442,Aw,Tropisches Grasland / Savanne,Brazil
172443,Cfb,Tropischer Regenwald,Colombia
172444,Aw,Tropisches Grasland / Savanne,Brazil
172445,Cwb,Tropischer Nadelwald,Mexico
172446,Am,Überschwemmtes Grasland,
172447,Aw,Tropisches Grasland / Savanne,Brazil
172448,BWh,Wüste / Trockengebiete,Mexico
172449,Cfa,Tropischer Regenwald,Brazil
172450,BSh,Wüste / Trockengebiete,Mexico
172451,Cfa,Tropischer Regenwald,Brazil
172452,Cfa,Gemäßigtes Grasland,Argentina
172453,Cwb,Tropisches Grasland / Savanne,Argentina
172454,Cfa,Wüste / Trockengebiete,
172455,,Tropischer Nadelwald,Mexico
172456,Cwb,Tropischer Nadelwald,Mexico
172457,BWh,Wüste / Trockengebiete,Mexico
172458,Am,Überschwemmtes Grasland,
172459,Cwb,Tropischer Regenwald,Colombia
172460,Cfa,,Argentina
172461,ET,Wüste / Trockengebiete,Peru
172462,Af,,
172463,Aw,Tropischer Nadelwald,Honduras
172464,Aw,Überschwemmtes Grasland,
172465,BSk,Wüste / Trockengebiete,Mexico
172466,Cfa,Tropischer Regenwald,Argentina
172467,Cwa,Tropischer Trockenwald,Mexico
172468,Cwb,Wüste / Trockengebiete,Mexico
172469,Cfb,Gemäßigter Laubwald,Chile
172470,BWk,Mittelmeervegetation,Chile
172471,Aw,Tropisches Grasland / Savanne,Brazil
172472,Cwb,Tropischer Regenwald,Peru
172473,,Tropischer Nadelwald,Mexico
172474,BSk,Mittelmeervegetation,Chile
172475,Cwb,Tropischer Regenwald,Peru
172476,Cfa,,
172477,Aw,Mangroven,
172478,Am,Tropischer Regenwald,Panama
172479,Am,,
172480,Aw,Tropischer Regenwald,Brazil
172481,Cfa,Tropischer Regenwald,Brazil
172482,Dsc,Gemäßigter Laubwald,Chile
172483,Aw,Tropischer Trockenwald,Honduras
172484,BWh,Wüste / Trockengebiete,Mexico
172485,Af,Tropischer Regenwald,Colombia
172486,Cwa,Tropischer Nadelwald,Mexico
172487,Cfa,Tropischer Regenwald,Brazil
172488,Cwb,Wüste / Trockengebiete,Mexico
172489,BWh,Wüste / Trockengebiete,Mexico
172490,Aw,Tropisches Grasland / Savanne,Brazil
172491,Csa,Gemäßigter Laubwald,Chile
172492,Aw,Tropischer Regenwald,Brazil
172493,Cfa,Gemäßigtes Grasland,Argentina
172494,Aw,Tropischer Nadelwald,Honduras
172495,ET,Gemäßigter Laubwald,Chile
172496,Csb,Tropischer Regenwald,Ecuador
172497,Aw,Tropischer Regenwald,Costa Rica
172498,Cwb,Tropischer Nadelwald,Mexico
172499,Cfa,Tropischer Regenwald,Brazil
172500,BWh,Wüste / Trockengebiete,Mexico
172501,Aw,,
172502,BSk,Mittelmeervegetation,Mexico
172503,BSh,Wüste / Trockengebiete,Mexico
172504,Cfa,Tropischer Regenwald,Brazil
172505,Cwb,Tropischer Nadelwald,Mexico
172506,Aw,Überschwemmtes Grasland,
172507,Aw,Tropisches Grasland / Savanne,Brazil
172508,Csb,Gemäßigtes Grasland,Argentina
172509,Cwa,Tropisches Grasland / Savanne,Argentina
172510,Cwa,Tropisches Grasland / Savanne,Argentina
172511,Cwb,Wüste / Trockengebiete,Mexico
172512,Cfb,Gemäßigtes Grasland,Argentina
172513,Cfc,Gemäßigter Laubwald,Chile
172514,Cfb,Tropischer Regenwald,Brazil
172515,Cfa,Tropischer Regenwald,Brazil
172516,Cwb,Wüste / Trockengebiete,Mexico
172517,Cfa,Tropisches Grasland / Savanne,
172518,Cfb,Tropischer Regenwald,Colombia
172519,Af,Tropischer Regenwald,Costa Rica
172520,Cfa,,
172521,Am,Tropischer Regenwald,
172522,Aw,Tropischer Regenwald,Mexico
172523,Af,Tropischer Regenwald,Costa Rica
172524,ET,Gebirgs-Grasland,Argentina
172525,Cwb,Wüste / Trockengebiete,Mexico
172526,Cfb,Tropischer Regenwald,Brazil
172527,Cfb,Tropischer Regenwald,Brazil
172528,Cfa,Gemäßigtes Grasland,Argentina
172529,Cwb,Tropischer Nadelwald,Guatemala
172530,BWh,Wüste / Trockengebiete,Mexico
172531,Aw,Tropischer Regenwald,Brazil
172532,Cfa,Tropisches Grasland / Savanne,Brazil
172533,Cwb,Tropischer Nadelwald,Mexico
172534,Aw,Tropischer Nadelwald,El Salvador
172535,BSh,Wüste / Trockengebiete,
172536,BSk,Wüste / Trockengebiete,Mexico
172537,Cwa,Tropischer Regenwald,Brazil
172538,Cfa,Tropisches Grasland / Savanne,Uruguay
172539,Cfb,Tropischer Regenwald,Brazil
172540,Aw,Gemäßigter Nadelwald,
172541,Aw,Tropischer Regenwald,Panama
172542,Aw,Tropischer Trockenwald,Bolivia
172543,Cfa,Tropischer Regenwald,Paraguay
172544,Cfa,Tropisches Grasland / Savanne,
172545,BWh,Tropischer Trockenwald,Mexico
172546,Am,Tropischer Regenwald,
172547,Aw,Wüste / Trockengebiete,Brazil
172548,Cwb,Tropischer Nadelwald,Mexico
172549,BWh,Wüste / Trockengebiete,Mexico
172550,Aw,Tropischer Nadelwald,Mexico
172551,Cfa,Überschwemmtes Grasland,Argentina
172552,Cfa,Wüste / Trockengebiete,Mexico
172553,Cfa,Gemäßigtes Grasland,Argentina
172554,Af,Tropischer Regenwald,Brazil
172555,Cfa,Tropischer Regenwald,Brazil
172556,Cfa,Gemäßigtes Grasland,Argentina
172557,Am,Mangroven,French Guiana
172558,Cfa,Wüste / Trockengebiete,Mexico
172559,Cfa,,Argentina
172560,BWh,Wüste / Trockengebiete,Mexico
172561,Cfa,Tropischer Regenwald,Brazil
172562,Cwb,Wüste / Trockengebiete,Mexico
172563,Cfa,Gemäßigtes Grasland,Argentina
172564,Aw,Tropischer Trockenwald,Mexico
172565,Cfa,Tropisches Grasland / Savanne,
172566,Am,Tropischer Regenwald,Costa Rica
172567,Aw,Mangroven,Mexico
172568,Cwb,Wüste / Trockengebiete,Mexico
172569,ET,Gebirgs-Grasland,Argentina
172570,Cfa,Gemäßigtes Grasland,Argentina
172571,Aw,,
172572,Cfb,Gemäßigter Laubwald,Chile
172573,BSh,Tropischer Trockenwald,Mexico
172574,Cfb,Tropischer Regenwald,Brazil
172575,Cfa,Tropisches Grasland / Savanne,Uruguay
172576,Af,,Colombia
172577,Cfb,Gemäßigter Laubwald,Chile
172578,Am,Tropischer Regenwald,Ecuador
172579,Af,Tropischer Regenwald,Peru
172580,BSk,,Mexico
172581,Aw,Tropischer Trockenwald,Mexico
172582,Aw,Tropischer Trockenwald,
172583,Am,Überschwemmtes Grasland,
172584,Aw,Tropischer Trockenwald,Mexico
172585,Af,Tropischer Regenwald,Costa Rica
172586,BSh,Tropischer Trockenwald,Mexico
172587,Am,Tropischer Regenwald,Mexico
172588,BWh,Wüste / Trockengebiete,Mexico
172589,Aw,Tropischer Regenwald,Brazil
172590,Cfb,Tropischer Regenwald,Ecuador
172591,Cfa,Tropisches Grasland / Savanne,
172592,Aw,Überschwemmtes Grasland,
172593,Cwb,Tropischer Nadelwald,Mexico
172594,Cfa,,Argentina
172595,Csb,Mittelmeervegetation,Chile
172596,Am,Tropischer Regenwald,Venezuela
172597,Csb,Mittelmeervegetation,Chile
172598,Cwb,Tropischer Nadelwald,Mexico
172599,Cwa,Tropischer Trockenwald,Mexico
172600,Cfa,Tropischer Regenwald,Brazil
172601,Cwa,Tropischer Regenwald,Argentina
172602,BWh,Wüste / Trockengebiete,Peru
172603,Af,Tropischer Regenwald,Peru
172604,Af,Tropischer Regenwald,Costa Rica
172605,Cfa,Tropisches Grasland / Savanne,
172606,Aw,Tropischer Trockenwald,Mexico
172607,Cwa,Tropischer Nadelwald,Mexico
172608,Am,Tropischer Regenwald,Panama
172609,Af,Überschwemmtes Grasland,
172610,Cwb,Wüste / Trockengebiete,Mexico
172611,Am,Tropischer Regenwald,Guatemala
172612,Am,Tropischer Regenwald,Venezuela
172613,Cfa,Wüste / Trockengebiete,Mexico
172614,Csa,Mittelmeervegetation,Chile
172615,Af,Tropischer Regenwald,Nicaragua
172616,BSh,Wüste / Trockengebiete,
172617,Cfa,Gemäßigtes Grasland,Argentina
172618,BWh,Wüste / Trockengebiete,Mexico
172619,BSh,Wüste / Trockengebiete,
172620,Cfa,Tropischer Regenwald,Brazil
172621,Cwb,Wüste / Trockengebiete,Mexico
172622,Aw,Tropischer Trockenwald,Mexico
172623,Aw,Tropischer Regenwald,Brazil
172624,Aw,Tropischer Trockenwald,Mexico
172625,Cfb,Gemäßigter Laubwald,
172626,Cfb,Gemäßigter Laubwald,Chile
172627,Cfa,Tropischer Regenwald,Brazil
172628,,Tropischer Regenwald,Ecuador
172629,Csb,Mittelmeervegetation,Chile
172630,Cfb,Tropischer Regenwald,Brazil
172631,Cwb,Tropischer Nadelwald,Mexico
172632,Cwa,Wüste / Trockengebiete,Mexico
172633,Am,Mangroven,French Guiana
172634,Cfa,Überschwemmtes Grasland,Argentina
172635,Cwa,Gemäßigtes Grasland,Argentina
172636,Af,,Colombia
172637,Cwb,Tropischer Nadelwald,Guatemala
172638,Cwb,Tropischer Nadelwald,Mexico
172639,Cfa,Tropischer Regenwald,Argentina
172640,Csb,Tropischer Regenwald,Ecuador
172641,ET,Gemäßigter Laubwald,Chile
172642,Aw,Tropischer Trockenwald,Honduras
172643,Cwb,Wüste / Trockengebiete,Mexico
172644,Cfa,Tropisches Grasland / Savanne,
172645,BSk,Wüste / Trockengebiete,Mexico
172646,Aw,Tropisches Grasland / Savanne,Brazil
172647,Aw,Tropischer Nadelwald,Mexico
172648,Cwb,Wüste / Trockengebiete,Mexico
172649,Cfb,Gemäßigter Laubwald,Chile
172650,BSh,Wüste / Trockengebiete,
172651,Cwb,Wüste / Trockengebiete,Mexico
172652,Csb,Mittelmeervegetation,Chile
172653,BSk,Mittelmeervegetation,Mexico
172654,Aw,Tropischer Trockenwald,Nicaragua
172655,Cfa,Gemäßigtes Grasland,Argentina
172656,Aw,Tropischer Trockenwald,Mexico
172657,Aw,Tropischer Trockenwald,Mexico
172658,Cwb,Tropischer Nadelwald,Mexico
172659,Cwa,Tropischer Nadelwald,Mexico
172660,Cfb,Tropischer Regenwald,Colombia
172661,Cfa,,
172662,Cfa,Gemäßigtes Grasland,Argentina
172663,,Gemäßigter Laubwald,Argentina
172664,Cfa,Gemäßigtes Grasland,Argentina
172665,Cwb,Tropischer Nadelwald,Mexico
172666,BSh,Wüste / Trockengebiete,Mexico
172667,Cfa,Tropischer Regenwald,Brazil
172668,Cfa,,Argentina
172669,Cwb,Tropischer Nadelwald,Mexico
172670,Cfa,Überschwemmtes Grasland,Argentina
172671,Cfa,Überschwemmtes Grasland,Argentina
172672,Cfa,Überschwemmtes Grasland,Argentina
172673,Cfb,Tropischer Regenwald,Costa Rica
172674,Af,Tropischer Regenwald,Costa Rica
172675,Af,Tropischer Regenwald,
172676,BWh,Wüste / Trockengebiete,Mexico
172677,Aw,Tropischer Nadelwald,Mexico
172678,Cfa,Gemäßigtes Grasland,Argentina
172679,Csb,Gemäßigter Laubwald,Chile
172680,Csb,Gemäßigter Laubwald,Chile
172681,Af,Tropischer Regenwald,Brazil
172682,Csb,Tropischer Regenwald,Ecuador
172683,Cfa,Tropischer Regenwald,Brazil
172684,Cfa,Tropischer Regenwald,Brazil
172685,Am,Tropischer Trockenwald,Colombia
172686,Cfb,Gemäßigter Laubwald,Chile
172687,ET,Gemäßigter Laubwald,Argentina
172688,BWh,Wüste / Trockengebiete,Peru
172689,,Tropischer Regenwald,Costa Rica
172690,Af,,Costa Rica
172691,Cfa,,
172692,Am,Tropischer Regenwald,Mexico
172693,Aw,Mangroven,Venezuela
172694,BSh,Wüste / Trockengebiete,Mexico
172695,Am,Tropischer Regenwald,Belize
172696,Aw,Tropischer Trockenwald,Mexico
172697,Aw,Tropischer Trockenwald,Mexico
172698,Cwb,Wüste / Trockengebiete,Mexico
172699,Am,Tropischer Regenwald,Brazil
172700,Csb,Gemäßigter Laubwald,Chile
172701,Cfb,Gemäßigter Laubwald,Chile
172702,Csb,Mittelmeervegetation,Chile
172703,Aw,,Brazil
172704,Cfb,Tropischer Regenwald,Colombia
172705,Cfa,Tropischer Regenwald,Brazil
172706,Cwb,Wüste / Trockengebiete,Mexico
172707,Af,Tropischer Regenwald,Costa Rica
172708,Cwa,Tropischer Nadelwald,Mexico
172709,Cfa,Tropischer Regenwald,Brazil
172710,Cfa,Tropisches Grasland / Savanne,
172711,Cfa,Tropischer Regenwald,Brazil
172712,Aw,Tropischer Trockenwald,Mexico
172713,Cfa,Gemäßigtes Grasland,Argentina
172714,BSh,Wüste / Trockengebiete,
172715,Am,Tropischer Regenwald,Belize
172716,Cwb,Tropischer Nadelwald,Guatemala
172717,Cfb,Tropischer Regenwald,Colombia
172718,Cfa,Tropischer Regenwald,Argentina
172719,Csb,Mittelmeervegetation,Chile
172720,Cwa,Tropischer Nadelwald,Mexico
172721,Cfa,Tropischer Regenwald,Brazil
172722,Aw,Tropischer Regenwald,Brazil
172723,Cfa,Gemäßigtes Grasland,Argentina
172724,BSh,Wüste / Trockengebiete,Mexico
172725,Cwb,Tropischer Trockenwald,Mexico
172726,Aw,Tropischer Regenwald,Ecuador
172727,Cwb,Tropischer Nadelwald,Mexico
172728,Af,,Costa Rica
172729,Cwb,Wüste / Trockengebiete,Mexico
172730,Cwb,Tropischer Nadelwald,Mexico
172731,Aw,,
172732,BWh,Wüste / Trockengebiete,Mexico
172733,Am,Tropisches Grasland / Savanne,Colombia
172734,Cwb,Tropischer Nadelwald,Mexico
172735,BWh,Wüste / Trockengebiete,Mexico
172736,Cfa,Gemäßigtes Grasland,Argentina
172737,Am,Überschwemmtes Grasland,
172738,Cfa,Tropischer Regenwald,Brazil
172739,BSk,Wüste / Trockengebiete,Mexico
172740,Cwb,Wüste / Trockengebiete,Mexico
172741,Aw,Tropischer Trockenwald,Mexico
172742,Cfa,Tropischer Regenwald,Brazil
172743,Aw,Tropischer Regenwald,Dominican Republic
172744,Aw,Mangroven,Venezuela
172745,Aw,Tropischer Regenwald,Brazil
172746,Cfa,,Argentina
172747,Cfa,,
172748,BSh,Wüste / Trockengebiete,
172749,Cfa,,Uruguay
172750,Csb,Mittelmeervegetation,Chile
172751,Cwa,Tropischer Trockenwald,Mexico
172752,BSh,Wüste / Trockengebiete,Mexico
172753,Cfa,Tropischer Regenwald,Brazil
172754,Cfa,Tropischer Regenwald,Brazil
172755,Cfa,,
172756,Cwb,Tropischer Nadelwald,Mexico
172757,Cfa,Tropischer Regenwald,Argentina
172758,Am,Tropischer Regenwald,Venezuela
172759,Csb,Tropischer Regenwald,Ecuador
172760,Aw,Tropischer Regenwald,Brazil
172761,Csb,Mittelmeervegetation,Chile
172762,Am,Überschwemmtes Grasland,
172763,Aw,Mangroven,Venezuela
172764,Cwb,Tropischer Nadelwald,Mexico
172765,Cfa,Gemäßigtes Grasland,Argentina
172766,Cfb,Gemäßigter Laubwald,Chile
172767,Cwa,Tropisches Grasland / Savanne,Argentina
172768,BWh,Wüste / Trockengebiete,Mexico
172769,BSh,Wüste / Trockengebiete,Mexico
172770,BWh,Wüste / Trockengebiete,Mexico
172771,Cfa,Tropisches Grasland / Savanne,
172772,Cwb,Tropischer Nadelwald,Mexico
172773,Csb,Gemäßigter Laubwald,Chile
172774,Cfa,Tropischer Regenwald,Brazil
172775,Cfa,,Argentina
172776,BSk,Mittelmeervegetation,Chile
172777,Csb,Mittelmeervegetation,Chile
172778,Am,Tropischer Regenwald,Guatemala
172779,Cfa,Tropischer Regenwald,Brazil
172780,Cfa,Gemäßigtes Grasland,Argentina
172781,BWh,Wüste / Trockengebiete,Mexico
172782,Cwa,Tropischer Regenwald,Brazil
172783,Aw,Tropischer Regenwald,Mexico
172784,Am,Tropischer Regenwald,Mexico
172785,BSh,Tropischer Trockenwald,Mexico
172786,Cfa,Tropischer Regenwald,Brazil
172787,BWk,Mittelmeervegetation,Chile
172788,Cwb,Tropischer Nadelwald,Mexico
172789,Csb,Mittelmeervegetation,Chile
172790,Aw,Tropischer Regenwald,Mexico
172791,Cfa,Wüste / Trockengebiete,
172792,Cfa,Gemäßigtes Grasland,Argentina
172793,Af,,Dominican Republic
172794,Aw,Tropischer Regenwald,Colombia
172795,Cwb,Tropischer Nadelwald,Mexico
172796,Cwb,Tropischer Nadelwald,Mexico
172797,Cwa,Wüste / Trockengebiete,Mexico
172798,BSh,Wüste / Trockengebiete,Mexico
172799,BWh,Wüste / Trockengebiete,Mexico
172800,BWh,Wüste / Trockengebiete,Mexico
172801,BSh,Tropischer Trockenwald,Mexico
172802,Aw,Tropischer Regenwald,Venezuela
172803,BWh,Wüste / Trockengebiete,Mexico
172804,Cwa,Wüste / Trockengebiete,Mexico
172805,Aw,Mangroven,
172806,Aw,Tropischer Trockenwald,Mexico
172807,Cfa,Gemäßigtes Grasland,Argentina
172808,Cfa,Tropischer Regenwald,Brazil
172809,Cwa,Gemäßigtes Grasland,Argentina
172810,BSh,Wüste / Trockengebiete,Mexico
172811,Cwb,Tropischer Nadelwald,Mexico
172812,Cfa,Gemäßigtes Grasland,Argentina
172813,Cfa,Tropischer Regenwald,Mexico
172814,BSk,Gemäßigtes Grasland,Argentina
172815,Am,Überschwemmtes Grasland,
172816,BSk,Gemäßigtes Grasland,Argentina
172817,Cfa,Tropischer Regenwald,Brazil
172818,Am,Überschwemmtes Grasland,
172819,Cwb,Wüste / Trockengebiete,Mexico
172820,Cfb,Gemäßigter Laubwald,Chile
172821,BWh,Wüste / Trockengebiete,Mexico
172822,Cwa,Tropischer Trockenwald,Mexico
172823,Aw,Tropischer Nadelwald,Honduras
172824,Af,Tropischer Regenwald,Ecuador
172825,BSk,Wüste / Trockengebiete,Mexico
172826,Cwb,Wüste / Trockengebiete,Mexico
172827,Aw,Tropischer Trockenwald,Honduras
172828,Cfa,Wüste / Trockengebiete,
172829,Cfa,Überschwemmtes Grasland,Argentina
172830,Csb,Mittelmeervegetation,Chile
172831,Csb,Gemäßigter Laubwald,Argentina
172832,BSh,Tropischer Trockenwald,Mexico
172833,Cfa,Tropischer Regenwald,Brazil
172834,Aw,Tropisches Grasland / Savanne,Brazil
172835,BSk,Wüste / Trockengebiete,Mexico
172836,Aw,Überschwemmtes Grasland,
172837,Cfa,Tropischer Regenwald,Brazil
172838,Aw,,
172839,Cfa,Tropischer Regenwald,Mexico
